company_name,experience_required,job_description,job_description_url,job_title,key_skills,location,posted_by,posted_on,salary
HMS Infotech Private Limited,4-9 yrs,"4+ year experience total in IT, with at least 2-3 years of hands on Development experience, and then ...",https://www.naukri.com/job-listings-System-Analysts-Senior-Developer-HMS-Infotech-Private-Limited-Noida-4-to-9-years-180618004807?src=jobsearchDesk&sid=15390171217928&xp=40&px=7,System Analysts cum Senior Developer,"nosql, xml, rest, sql, soap, sqa, api, System Analyst, System Analysis...",Noida,Aarzoo Gupta,2018-09-07,Not disclosed
HR SYNERGY,5-10 yrs,Experience in managing multiple concurrent initiatives from multiple regions or clients;Self-driven and ...,https://www.naukri.com/job-listings-Senior-Associate-Data-Analytics-Big4-HR-SYNERGY-Gurgaon-Trivandrum-5-to-10-years-140818900615?src=jobsearchDesk&sid=15390171217928&xp=41&px=7,Senior Associate Data Analytics - Big4,"auditing, data analytics, process improvement, Analytics, SQL, SSIS, SSRS...","Gurgaon, Trivandrum",HR,2018-08-23,Not disclosed
EYGBS (INDIA) LLP,6-9 yrs,Experience in managing multiple concurrent initiatives from multiple regions or clients;Self-driven and ...,https://www.naukri.com/job-listings-Assurance-Data-Analytics-Senior-EYGBS-INDIA-LLP-Gurgaon-6-to-9-years-140818900285?src=jobsearchDesk&sid=15390171217928&xp=42&px=7,Assurance Data Analytics - Senior,"Data Analytics, Process Improvement, business analytics, Excel, SPSS, SAS",Gurgaon,HR,2018-08-20,Not disclosed
HuQuo,1-2 yrs,- Should have either experience on Tableau or D3 to interpret and present the data to client;- Hands on ...,https://www.naukri.com/job-listings-Consultant-I-II-Hadoop-hive-sql-Iit-dse-isi-jnu-HuQuo-Delhi-NCR-Gurgaon-1-to-2-years-100818900643?src=jobsearchDesk&sid=15390171217928&xp=43&px=7,Consultant I / II - Hadoop/hive/sql - Iit/dse/isi/jnu,"sql, c++, java, python, hadoop, statistical analysis, big data, hive...","Delhi NCR, Gurgaon",Janardhan,2018-08-13,Not disclosed
Veritis Solutions India Pvt. Ltd.,4-9 yrs,Experience in leading R&D and future technology development projects is desirable;Rich experience of ...,https://www.naukri.com/job-listings-Analog-Design-Engineer-Veritis-Solutions-India-Pvt-Ltd-Hyderabad-Noida-4-to-9-years-100818001327?src=jobsearchDesk&sid=15390171217928&xp=44&px=7,Analog Design Engineer,"Analog Design, Adc, Design Engineering, Project Development...","Hyderabad, Noida",Ravi Kiran Peram,2018-08-13,Not disclosed
Nacre Outsourcing,5-10 yrs,- Proven working experience as a data analyst or business data analyst;- Knowledge of statistics and ...,https://www.naukri.com/job-listings-SAS-Model-Developer-Analytics-Consulting-Firm-Nacre-Outsourcing-Gurgaon-Noida-Gurugram-5-to-10-years-070918900175?src=jobsearchDesk&sid=15390171217928&xp=45&px=7,SAS Model Developer - Analytics Consulting Firm,"Excel, SQL, Data Analysis, Segmentation, SAS, Data Mining, SPSS...","Gurgaon, Noida, Gurugram",HR,2018-09-10,Not disclosed
"Optum, a UnitedHealth Group Company",6-11 yrs,"experience Understanding of data gathering/analysis Working Big Data technologies (Spark, Scala, Hbase, ...",https://www.naukri.com/job-listings-Senior-Software-Engineer-Big-Data-Gurgaon-HR-Optum-a-UnitedHealth-Group-Company-Gurgaon-6-to-11-years-050718900780?src=jobsearchDesk&sid=15390171217928&xp=46&px=7,"Senior Software Engineer - Big Data - Gurgaon, HR","Senior Software Engineer - Big Data - Gurgaon, HR",Gurgaon,HR,2018-09-07,Not disclosed
WSNE Consulting Pvt Ltd,5-10 yrs,,https://www.naukri.com/job-listings-Very-Urgently-Hiring-for-Sr-Data-Analysis-WSNE-Consulting-Pvt-Ltd-Delhi-NCR-5-to-10-years-210818003240?src=jobsearchDesk&sid=15390171217928&xp=47&px=7,Very Urgently Hiring for Sr. Data Analysis,"Data Analysis, Data Analytics, SSIS, Business Analysis...",Delhi NCR,sheenu sharma,2018-09-20,"6,00,000 - 13,00,000 P.A."
ABC Consultants Pvt Ltd,8-13 yrs,"To be successful in this role, you will have an overall post-qualification experience of around 10-12 ...",https://www.naukri.com/job-listings-Manager-Data-Business-Analyst-ABC-Consultants-Pvt-Ltd-Gurgaon-8-to-13-years-130918900082?src=jobsearchDesk&sid=15390171217928&xp=48&px=7,Manager - Data Business Analyst,"data, business analyst",Gurgaon,ABC Consultants,2018-09-13,Not disclosed
Aum Staffing Services,2-3 yrs,,https://www.naukri.com/job-listings-MIS-Executive-Data-Mining-Exec-Male-Only-North-Delhi-Sawrup-Nagar-Aum-Staffing-Services-Delhi-Swarup-Nagar-2-to-3-years-170918003821?src=jobsearchDesk&sid=15390171217928&xp=49&px=7,"MIS Executive / Data Mining Exec Male Only, North Delhi, Sawrup Nagar","MIS Reporting, Outlook Express, MIS Executive, MIS Preparation...",Delhi(Swarup Nagar),Sanjeev Khera,2018-10-01,"2,25,000 - 2,75,000 P.A. Ctc+others"
Dhruvan Services,1-4 yrs,,https://www.naukri.com/job-listings-Operation-MIS-Executive-Gurgaon-Dhruvan-Services-Gurgaon-1-to-4-years-051018007450?src=jobsearchDesk&sid=15390171217928&xp=50&px=7,Operation / MIS Executive - Gurgaon,"mis preparation, operation executive, excel, domestic products...",Gurgaon,Shweta Sharma,2018-10-05,"1,00,000 - 2,25,000 P.A."
,,,,,,,,,
UNIQ PLACEMENTS,0-5 yrs,,https://www.naukri.com/job-listings-DATA-ANALYST-UNIQ-PLACEMENTS-Mumbai-Bengaluru-Delhi-0-to-5-years-160218501924?src=jobsearchDesk&sid=1539017122432&xp=1&px=8,DATA ANALYST,"SQL, Data collection, Process improvement, Python, Data Analyst, Statistics...","Mumbai, Bengaluru, Delhi",,2018-08-10,Not disclosed
THE SEARCH HOUSE,3-5 yrs,,https://www.naukri.com/job-listings-MIS-Data-Analyst-THE-SEARCH-HOUSE-Gurgaon-3-to-5-years-150217500091?src=jobsearchDesk&sid=1539017122432&xp=2&px=8,MIS/Data Analyst,"Data analysis, Excel, Interpersonal skills, Power point presentation...",Gurgaon,,2018-08-10,Not disclosed
Right Step Consulting,2-6 yrs,,https://www.naukri.com/job-listings-IT-Vacancy-in-Delhi-Data-Analyst-Right-Step-Consulting-Delhi-2-to-6-years-140717500184?src=jobsearchDesk&sid=1539017122432&xp=3&px=8,IT Vacancy in Delhi- Data Analyst,"Software services, data visualization, Software, Strong analytical skills...",Delhi,,2018-08-10,Not disclosed
Flex-i Partners,5-10 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Scientist-NBFC-Delhi-Flex-i-Partners-Delhi-5-to-10-years-010917500381?src=jobsearchDesk&sid=1539017122432&xp=4&px=8,Data Analyst/Scientist - NBFC - Delhi,"NBFC, Data Analyst, SQL, Python, Flex, MATLAB, Tools, Analytical...",Delhi,,2018-08-10,Not disclosed
ECPS PVT. LT,0-4 yrs,,https://www.naukri.com/job-listings-DATA-ANALYST-ECPS-PVT-LT-Gurgaon-0-to-4-years-250917501393?src=jobsearchDesk&sid=1539017122432&xp=5&px=8,DATA ANALYST,"Analytics, KPO, Data Analyst, Quality standards, Productivity, Transactions...",Gurgaon,,2018-08-10,Not disclosed
De Corporate Consulting Pvt. Ltd.,0-2 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Gurgaon-De-Corporate-Consulting-Pvt-Ltd-Gurgaon-0-to-2-years-200718600170?src=jobsearchDesk&sid=1539017122432&xp=6&px=8,Data Analyst- Gurgaon,"lead generation, data analyst, leads, internet, research",Gurgaon,Pradeep Kumar,2018-08-10,"1,25,000 - 2,00,000 P.A."
PeopleStrong HR Services Pvt Ltd,4-6 yrs,,https://www.naukri.com/job-listings-Associate-Data-Analyst-PeopleStrong-HR-Services-Pvt-Ltd-Gurgaon-4-to-6-years-180518500961?src=jobsearchDesk&sid=1539017122432&xp=7&px=8,Associate Data Analyst,"data analysis, Customer Service, Help Desk, Information, Telephony support,...",Gurgaon,,2018-08-10,Not disclosed
Right Step Consulting,3-6 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Right-Step-Consulting-Gurgaon-Delhi-3-to-6-years-110417501247?src=jobsearchDesk&sid=1539017122432&xp=8&px=8,Data Analyst,"KPO, Data Analyst, SQL, Oracle, MySQL, Business Objects...","Gurgaon, Delhi",,2018-08-10,Not disclosed
Right Step Consulting,2-5 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Right-Step-Consulting-Gurgaon-2-to-5-years-090617500171?src=jobsearchDesk&sid=1539017122432&xp=9&px=8,Data Analyst,"Data Analyst, CRM, ERP, Data analysis, BPO, System design, Data quality...",Gurgaon,,2018-08-10,Not disclosed
Get sure Job,7-12 yrs,,https://www.naukri.com/job-listings-Informatica-Data-Quality-Analyst-QJ058-Get-sure-Delhi-Hyderabad-Pune-Chennai-Bengaluru-7-to-12-years-080218501009?src=jobsearchDesk&sid=1539017122432&xp=10&px=8,Informatica Data Quality Analyst [QJ058,"Data Quality Analyst, Informatica, PLSQL, Recruitment, Email, CV...","Delhi, Hyderabad, Pune, Chennai, Bengaluru",,2018-08-10,Not disclosed
DM CONSULTING (INDIA) PVT LTD,2-6 yrs,,https://www.naukri.com/job-listings-Data-Quality-analyst-DM-CONSULTING-INDIA-PVT-LTD-Gurgaon-Chandigarh-haryana-2-to-6-years-180817500422?src=jobsearchDesk&sid=1539017122432&xp=11&px=8,Data Quality analyst,Solid experience with data 2arehouse and BI systems; Extens,"Gurgaon, Chandigarh, haryana",,2018-08-10,Not disclosed
DM CONSULTING (INDIA) PVT LTD,3-4 yrs,,https://www.naukri.com/job-listings-Data-quality-analyst-DM-CONSULTING-INDIA-PVT-LTD-Gurgaon-haryana-3-to-4-years-070918500867?src=jobsearchDesk&sid=1539017122432&xp=12&px=8,Data quality analyst,"MS Access, Oracle, Macros, Analytical, , Data structures...","Gurgaon, haryana",,2018-09-07,Not disclosed
WellMed Medical Management,4-8 yrs,,https://www.naukri.com/job-listings-Senior-Business-Systems-Analyst-BA-SQL-WellMed-Medical-Management-Gurgaon-Noida-4-to-8-years-011018501524?src=jobsearchDesk&sid=1539017122432&xp=13&px=8,"Senior Business Systems Analyst (BA, SQL)","Data analysis, Data mining, Process improvement, Monitoring, Data quality...","Gurgaon, Noida",,2018-10-01,Not disclosed
FOCSUN SOLAR INDIA PRIVATE LIMITED,0-5 yrs,,https://www.naukri.com/job-listings-Database-Developer-Largest-Solar-Light-Manufacturing-Male-Female-FOCSUN-SOLAR-INDIA-PRIVATE-LIMITED-Bengaluru-Chennai-Hyderabad-Kolkata-Kochi-Visakhapatnam-Delhi-NCR-Mumbai-Pune-0-to-5-years-300918000716?src=jobsearchDesk&sid=1539017122432&xp=14&px=8,Database Developer | Largest Solar Light Manufacturing( Male & Female,"database development, sql server, sql, plsql, ssrs, oracle, mysql, database...","Bengaluru, Chennai, Hyderabad, Kolkata, Kochi, Visakhapatnam, Delhi NCR, Mumbai, Pune",UDAY KUMAR,2018-10-06,"5,00,000 - 11,00,000 P.A. Medical, life, dental, disabi..."
Fashnex,1-5 yrs,,https://www.naukri.com/job-listings-Accounts-Finance-Executive-Full-time-in-Sector-34-Gurgaon-Fashnex-Delhi-NCR-1-to-5-years-051018009507?src=jobsearchDesk&sid=1539017122432&xp=15&px=8,"Accounts & Finance Executive, Full time job in Sector-34 Gurgaon","Accounting, Finance, Financial Reporting, Book Keeping, Returns, Gst...",Delhi NCR,Ankit Aggarwal,2018-10-05,"1,75,000 - 2,50,000 P.A."
Happyeasygo Travels Private Limited,1-3 yrs,,https://www.naukri.com/job-listings-Executives-for-Business-Assistant-Happyeasygo-Travels-Private-Limited-Gurgaon-Udyog-Vihar-1-to-3-years-020718000667?src=jobsearchDesk&sid=1539017122432&xp=16&px=8,Executives for Business Assistant,"Reporting, Organizing, Problem Solving, Business Analysis...",Gurgaon(Udyog Vihar),RITU,2018-10-02,"2,00,000 - 4,00,000 P.A. 5.5 working days, Food coupons"
Genuine Management Services Pvt. Limited,1-2 yrs,,https://www.naukri.com/job-listings-MIS-Coordinator-Pharma-Industry-Delhi-Genuine-Management-Services-Pvt-Limited-Delhi-1-to-2-years-270918006372?src=jobsearchDesk&sid=1539017122432&xp=17&px=8,MIS Coordinator- Pharma Industry / Delhi,"mis, data management, monthly reports, excel, powerpoint...",Delhi,Vinod Bhargava,2018-09-27,"1,75,000 - 2,25,000 P.A."
CARLSON WAGONLIT TRAVEL,5-6 yrs,,https://www.naukri.com/job-listings-Data-Governance-Analyst-CARLSON-WAGONLIT-TRAVEL-Gurgaon-5-to-6-years-020818500612?src=jobsearchDesk&sid=1539017122432&xp=18&px=8,Data Governance Analyst,"ITIL, Legal compliance, Data management, Cobit, Data quality...",Gurgaon,,2018-08-10,Not disclosed
GRANDEUR RECRUITMENT CONSULTANTS,1-4 yrs,,https://www.naukri.com/job-listings-Executive-WFM-MIS-RTA-for-Bpo-open-for-Night-Shifts-GRANDEUR-RECRUITMENT-CONSULTANTS-Mumbai-Pune-Delhi-NCR-1-to-4-years-260917007713?src=jobsearchDesk&sid=1539017122432&xp=19&px=8,Executive WFM / MIS  / RTA for Bpo (open for  Night Shifts ),"WFM, Blue Pumpkin, IEX, RTA, Scheduling, Forecasting, Capacity Planning, Sr...","Mumbai, Pune, Delhi NCR",Aseem,2018-09-12,"3,00,000 - 4,50,000 P.A."
Unison International Consulting Pvt. Ltd,2-4 yrs,Graduate in the age group of 24-28 with 2-4 years of experience in similar field;Be a link between Sales ...,https://www.naukri.com/job-listings-MIS-Analyst-Unison-International-Consulting-Pvt-Ltd-Delhi-NCR-Chandigarh-2-to-4-years-030818004689?src=jobsearchDesk&sid=1539017122432&xp=20&px=8,MIS Analyst,"master data management, big data, Sales Analysis, MIS...","Delhi NCR, Chandigarh",Krishna,2018-09-07,"5,50,000 - 7,00,000 P.A."
Chartered club,2-7 yrs,,https://www.naukri.com/job-listings-Faculty-Technical-Trainer-Data-Analysis-Trainer-Chartered-club-Gurgaon-2-to-7-years-240918009341?src=jobsearchDesk&sid=1539017122432&xp=21&px=8,"Faculty, Technical Trainer, Data Analysis Trainer","machine learning, data analysis, faculty, trainer, lecturer, professor...",Gurgaon,Karan Batra,2018-09-24,Not disclosed
LIQUIDHUB ANALYTICS PRIVATE LIMITED,0-2 yrs,Candidate should be flexible to work in Rotational Shifts ( 6AM-3PM/ ...,https://www.naukri.com/job-listings-Senior-Associate-0-2-Years-Gurgaon-LIQUIDHUB-ANALYTICS-PRIVATE-LIMITED-Delhi-NCR-Gurgaon-0-to-2-years-250618003210?src=jobsearchDesk&sid=1539017122432&xp=22&px=8,Senior Associate | 0-2 Years | Gurgaon,"data analyst ,  Senior Data Analyst ,  Data Associate ...","Delhi NCR, Gurgaon",Vidhami Mishra,2018-09-10,Not disclosed
FRANKFINN AVIATION SERVICES PVT. LTD,5-8 yrs,,https://www.naukri.com/job-listings-Hiring-for-MIS-Advanced-Reporting-Analyst-in-Frankfinn-Gurgaon-FRANKFINN-AVIATION-SERVICES-PVT-LTD-Gurgaon-Udyog-Vihar-5-to-8-years-290718600269?src=jobsearchDesk&sid=1539017122432&xp=23&px=8,Hiring for MIS- Advanced Reporting Analyst in Frankfinn Gurgaon,"HLOOKUP, VLOOKUP, Lookup, Pivot Table, Excel, MIS Reporting, Macros...",Gurgaon(Udyog Vihar),Amardeep,2018-08-10,"3,50,000 - 5,00,000 P.A."
American Express Company,0-5 yrs,,https://www.naukri.com/job-listings-Business-Analyst-Assistant-Manager-EDA-American-Express-Company-Gurgaon-0-to-5-years-130218500009?src=jobsearchDesk&sid=1539017122432&xp=24&px=8,Business Analyst/Assistant Manager- EDA,"SQL, Unix, HTML, Project management, Python, CMS, Coding, Customer service,...",Gurgaon,,2018-08-10,Not disclosed
Edge,4-7 yrs,,https://www.naukri.com/job-listings-Business-Analyst-VBA-Macros-Specialist-Edge-Noida-4-to-7-years-050918501629?src=jobsearchDesk&sid=1539017122432&xp=25&px=8,Business Analyst- VBA & Macros Specialist,"MIS, Data analysis, SQL, Macros, MS Access, Data mining, Business analysis,...",Noida,,2018-09-05,Not disclosed
American Express Company,0-5 yrs,,https://www.naukri.com/job-listings-Business-Analyst-Assistant-Manager-Strategy-Modeling-American-Express-Company-Gurgaon-0-to-5-years-030918500052?src=jobsearchDesk&sid=1539017122432&xp=26&px=8,Business Analyst/Assistant Manager- Strategy/Modeling,"Customer service, Project management, Analytics, Data analysis, SAS, Coding...",Gurgaon,,2018-09-03,Not disclosed
Piramal Swasthya,3-5 yrs,10.	Be proficient in using database querying tools and able to write complex queries and procedures ...,https://www.naukri.com/job-listings-Data-Manager-New-Delhi-Piramal-Swasthya-Delhi-NCR-3-to-5-years-080618000672?src=jobsearchDesk&sid=1539017122432&xp=27&px=8,Data Manager - New Delhi,"data analysis, statistical modeling, data analytics, ms sql server...",Delhi NCR,PIRAMAL ENTERPRISES LTD,2018-08-10,"7,00,000 - 9,00,000 P.A."
"Digital Management, Inc.",2-4 yrs,,https://www.naukri.com/job-listings-Business-Operations-Analyst-Digital-Management-Inc-Noida-2-to-4-years-041018500079?src=jobsearchDesk&sid=1539017122432&xp=28&px=8,Business Operations Analyst,"MIS, Networking, Six sigma, Project management, Analytics, Data analysis...",Noida,,2018-10-04,Not disclosed
Unnati,1-5 yrs,"Good understanding of server-side templating languages {{such as Liquid, Slim,;Demonstrable experience ...",https://www.naukri.com/job-listings-Ruby-On-Rails-Developer-Intello-Labs-Gurgaon-Unnati-Gurgaon-Delhi-Noida-1-to-5-years-120918009537?src=jobsearchDesk&sid=1539017122432&xp=29&px=8,Ruby On Rails Developer | Intello Labs | Gurgaon,"Ruby, RSpec, Resque, MySQL, OOPS, Web spiders, scrapers, Sass, Mercurial...","Gurgaon, Delhi, Noida",Akshay Datt,2018-09-12,"6,00,000 - 9,50,000 P.A."
SA Tech Software (I) Pvt. Ltd.,3-6 yrs,Experience: 3-6  years;Required:;Total Experience:;Relevant Experience: ...,https://www.naukri.com/job-listings-MSBI-Developer-SA-Tech-Software-I-Pvt-Ltd-Bengaluru-Noida-3-to-6-years-041018008978?src=jobsearchDesk&sid=1539017122432&xp=30&px=8,MSBI Developer,"SSIS, SSAS, MSBI, Power Bi, T - SQL, SQL Queries, Data Mining...","Bengaluru, Noida",Satincorp,2018-10-04,"5,00,000 - 10,00,000 P.A."
SA Tech Software (I) Pvt. Ltd.,3-7 yrs,"Very Strong experience in Power BI ,SSAS,Tableu;Interview Happens For Both Location in Bangalore only ...",https://www.naukri.com/job-listings-Urgent-Hiring-For-Power-Bi-ssas-tableau-Developer-SA-Tech-Software-I-Pvt-Ltd-Bengaluru-Noida-3-to-7-years-041018008948?src=jobsearchDesk&sid=1539017122432&xp=31&px=8,Urgent Hiring For Power Bi/ssas/tableau Developer,"Power Bi, SSAS, Tableau, Data Analysis, market research","Bengaluru, Noida",Satincorp,2018-10-04,"5,00,000 - 12,00,000 P.A."
Sourcing Valley,0-5 yrs,,https://www.naukri.com/job-listings-Opening-In-Data-Analyst-Non-Voice-Process-Fixed-Sat-Sun-Off-Sourcing-Valley-Delhi-NCR-Delhi-Gurgaon-Noida-Faridabad-Ghaziabad-0-to-5-years-050818600298?src=jobsearchDesk&sid=1539017122432&xp=32&px=8,Opening In Data Analyst Non Voice Process Fixed Sat -Sun Off,"Non Voice Process, Data Analysis, International BPO, Fresher, Mba, Google...","Delhi NCR, Delhi, Gurgaon, Noida, Faridabad, Ghaziabad",Mrinal,2018-08-10,"2,00,000 - 3,50,000 P.A."
M/s. orange business services,2-5 yrs,,https://www.naukri.com/job-listings-Sr-Analyst-MIS-M-s-orange-business-services-Gurgaon-2-to-5-years-041018500894?src=jobsearchDesk&sid=1539017122432&xp=33&px=8,Sr Analyst  -  MIS,"Service delivery, Customer support, Data analysis, Manager Quality Control,...",Gurgaon,,2018-10-04,Not disclosed
SLA Consultants India,0-0 yrs,,https://www.naukri.com/job-listings-Desktop-Support-Engineer-Technical-Support-Engineer-MIS-Fresher-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-0-years-270918000272?src=jobsearchDesk&sid=1539017122432&xp=34&px=8,Desktop Support Engineer | Technical Support Engineer | MIS- Fresher,"configuration, maintenance, operation, system engineer, system analyst...","Delhi NCR, Gurgaon, Noida",Bhanu,2018-09-27,"2,50,000 - 3,75,000 P.A. Incentive"
