company_name,experience_required,job_description,job_description_url,job_title,key_skills,location,posted_by,posted_on,salary
Meyer Housewares India Private Limited,4-6 yrs,,https://www.naukri.com/job-listings-Opening-for-MIS-Executive-with-one-of-the-Reputed-MNC-in-Delhi-Meyer-Housewares-India-Private-Limited-Delhi-NCR-4-to-6-years-081018003489?src=jobsearchDesk&sid=15390171176897&xp=17&px=3,Job Opening for MIS Executive with one of the Reputed MNC in Delhi,"MIS Reporting, mis executive, excel, word, data analysis, report",Delhi NCR,Shrimi Saha,2018-10-08,"2,50,000 - 3,50,000 P.A."
Radiant Infotech,0-5 yrs,,https://www.naukri.com/job-listings-Business-Analyst-Radiant-Infotech-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Kolkata-Chandigarh-Jaipur-Madurai-0-to-5-years-081018000185?src=jobsearchDesk&sid=15390171176897&xp=18&px=3,Business Analyst,"Business Analysis, US Healthcare, Insurance, Change Control...","Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Kolkata, Chandigarh, Jaipur, Madurai",Deepak Rawat,2018-10-08,"4,00,000 - 9,00,000 P.A. better than your expectations"
Radiant Infotech,0-5 yrs,,https://www.naukri.com/job-listings-Business-Analyst-Radiant-Infotech-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Kolkata-Chandigarh-Jaipur-Madurai-0-to-5-years-081018000146?src=jobsearchDesk&sid=15390171176897&xp=19&px=3,Business Analyst,"Predictive Modeling, Analytics, Business Analysis, Requirement Gathering...","Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Kolkata, Chandigarh, Jaipur, Madurai",Deepak Rawat,2018-10-08,"4,00,000 - 9,00,000 P.A. better than your expectations"
Talent Acceleration Corridor,5-8 yrs,- Previous experience in analyzing data using different techniques;- Have good command over business ...,https://www.naukri.com/job-listings-Principal-Analyst-Market-Research-Talent-Acceleration-Corridor-Delhi-NCR-5-to-8-years-051018900068?src=jobsearchDesk&sid=15390171176897&xp=20&px=3,Principal Analyst - Market Research,"Primary Research, Secondary Research, Market Research, Data Analysis...",Delhi NCR,Rajnish Sinha,2018-10-05,Not disclosed
"Crossover Markets, Inc",3-8 yrs,3+ years of finance experience gained in a production/IT environment including running finance processes ...,https://www.naukri.com/job-listings-Financial-Analysts-30k-yr-Remote-Work-Crossover-Markets-Inc-Delhi-NCR-Mumbai-Bengaluru-3-to-8-years-051018009978?src=jobsearchDesk&sid=15390171176897&xp=21&px=3,Financial Analysts ($30k/yr) - Remote Work,"accounting, finance, financial planning, financial analysis, budgeting...","Delhi NCR, Mumbai, Bengaluru",Recruiter,2018-10-05,"30,000 P.A. This is a 100% remote, full-time role"
FOCSUN SOLAR INDIA PRIVATE LIMITED,1-6 yrs,,https://www.naukri.com/job-listings-Market-Research-Analyst-FOCSUN-SOLAR-INDIA-PRIVATE-LIMITED-Bengaluru-Mumbai-Kolkata-Hyderabad-Delhi-NCR-Pune-Chennai-Kochi-Visakhapatnam-1-to-6-years-051018002857?src=jobsearchDesk&sid=15390171176897&xp=22&px=3,Market Research Analyst,"Market Research, Industry Analysis, Market Analysis, Research Analysis...","Bengaluru, Mumbai, Kolkata, Hyderabad, Delhi NCR, Pune, Chennai, Kochi, Visakhapatnam",UDAY KUMAR,2018-10-08,"4,00,000 - 8,00,000 P.A. Medical, life, dental, disabil..."
SpiceJet Limited,0-3 yrs,*Conduct data analysis to identify passenger profile and booking behavior including no-show trends and ...,https://www.naukri.com/job-listings-SG-Walk-In-Analyst-Sr-Analyst-Revenue-Management-5th-Oct-18-SpiceJet-Limited-Gurgaon-0-to-3-years-031018008700?src=jobsearchDesk&sid=15390171176897&xp=23&px=3,SG Walk- In- Analyst/ Sr. Analyst - Revenue Management - 5th Oct,"Sales, Excel Powerpoint, Operations, SQL Database, Market Intelligence...",Gurgaon,Anisha,2018-10-03,Not disclosed
India Infoline Limited,2-7 yrs,Note : Candidates with relevant experience can directly come down for the interview at below ...,https://www.naukri.com/job-listings-Walk-in-MIS-Collection-National-Coordinator-8th-October-India-Infoline-Limited-Gurgaon-2-to-7-years-031018005691?src=jobsearchDesk&sid=15390171176897&xp=24&px=3,Walk in | MIS/ Collection- National Coordinator | 8th October,"accounts receivable, payments, excel, advanced excel, MIS, report...",Gurgaon,HIMANSHU SURI,2018-10-05,"3,00,000 - 5,00,000 P.A."
FIL India Business and Research Services Private  Limited,5-7 yrs,Should have experience producing functional specifications documents (FSDs);Ideally have experience of e ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-FIL-India-Business-and-Research-Services-Private-Limited-Gurgaon-5-to-7-years-011018900824?src=jobsearchDesk&sid=15390171176897&xp=25&px=3,Senior Business Analyst,"Requirement Gathering, Gap Analysis, Business Modeling, Data Reporting, UML...",Gurgaon,HR,2018-10-01,Not disclosed
FIL India Business and Research Services Private  Limited,5-7 yrs,Practical experience of working with agile/dynamic software development methodologies e.g;Experience of ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-FIL-India-Business-and-Research-Services-Private-Limited-Gurgaon-5-to-7-years-011018900121?src=jobsearchDesk&sid=15390171176897&xp=26&px=3,Senior Business Analyst,"business analysis, data reporting, data analysis, project life cycle...",Gurgaon,HR,2018-10-01,Not disclosed
SpiceJet Limited,0-3 yrs,*Conduct data analysis to identify passenger profile and booking behavior including no-show trends and ...,https://www.naukri.com/job-listings-SG-Walk-In-Analyst-Sr-Analyst-Revenue-Management-3rd-Oct-18-SpiceJet-Limited-Gurgaon-0-to-3-years-011018003416?src=jobsearchDesk&sid=15390171176897&xp=27&px=3,SG Walk- In- Analyst/ Sr. Analyst - Revenue Management - 3rd Oct,"Sales, Excel Powerpoint, Operations, SQL Database, Market Intelligence...",Gurgaon,Recruitment,2018-10-01,Not disclosed
Huquo,2-4 yrs,Experience in building scalability in testing automation;Enterprise level coding experience to build ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-Data-Engineer-Python-Cloud-Computing-Huquo-Delhi-NCR-Gurgaon-2-to-4-years-280918000678?src=jobsearchDesk&sid=15390171176897&xp=28&px=3,Senior Business Analyst/ Data Engineer - Python & Cloud Computing,"C, AWS, Cloud Computing, Scalability, Azure, Automation Testing...","Delhi NCR, Gurgaon",HR,2018-10-01,Not disclosed
HyrEzy Talent Solutions,1-5 yrs,- Experience with building insights using varied/alternate data sources;- Experience with large data ...,https://www.naukri.com/job-listings-Data-Scientist-business-Analyst-HyrEzy-Talent-Solutions-Gurgaon-1-to-5-years-270918008897?src=jobsearchDesk&sid=15390171176897&xp=29&px=3,Data Scientist/business Analyst,"Data Analytics, Python, Business Analysis, Statistical Analysis...",Gurgaon,HR,2018-09-28,Not disclosed
KUCHVI CONSULTING PRIVATE LIMITED,0-3 yrs,Data entry operator jobs in Noida at US based timing( Night Shift ...,https://www.naukri.com/job-listings-Computer-Data-Entry-Operator-KUCHVI-CONSULTING-PRIVATE-LIMITED-Noida-0-to-3-years-300918000105?src=jobsearchDesk&sid=15390171176897&xp=30&px=3,Computer Data Entry Operator,"data entry operation, data entry operator operation, deo operation...",Noida,Rahul Sinha,2018-09-30,"1,00,000 - 3,00,000 P.A."
SpiceJet Limited,0-3 yrs,*Conduct data analysis to identify passenger profile and booking behavior including no-show trends and ...,https://www.naukri.com/job-listings-SG-Walk-In-Analyst-Sr-Analyst-Revenue-Management-1st-Oct-18-SpiceJet-Limited-Gurgaon-0-to-3-years-280918009393?src=jobsearchDesk&sid=15390171176897&xp=31&px=3,SG Walk- In- Analyst/ Sr. Analyst - Revenue Management - 1st Oct,"Sales, Excel Powerpoint, Operations, SQL Database, Market Intelligence...",Gurgaon,Recruitment,2018-09-28,Not disclosed
TransOrg Analytics,1-3 yrs,Must be able to see tasks through to completion without significant guidance;Excellent oral and written ...,https://www.naukri.com/job-listings-Business-Analyst-TransOrg-Analytics-Mumbai-Gurgaon-1-to-3-years-240918900017?src=jobsearchDesk&sid=15390171176897&xp=32&px=3,Business Analyst,"Predictive Analytics, Advanced Analytics, Macros, VBA, Advanced Excel, SQL,...","Mumbai, Gurgaon",Swati Verma,2018-09-25,Not disclosed
Protiviti Consulting Private Limited,1-3 yrs,"Very good knowledge of MS Office Suite  he/she should be able to make impactful documents, presentations, ...",https://www.naukri.com/job-listings-Walkin-Data-Analyst-advance-Excel-VBA-Macros-is-Must-Protiviti-Consulting-Private-Limited-Gurgaon-1-to-3-years-100918008438?src=jobsearchDesk&sid=15390171176897&xp=33&px=3,Walkin - Data Analyst (advance Excel & VBA Macros is Must),"excel, macros, vba, data visualization, dashboards, Advanced Excel...",Gurgaon,Neelanjana Singh,2018-09-10,Not disclosed
USHA International Ltd.,9-14 yrs,"-	Post the review by Business Head, sharing the queries / discussion points with the required ...",https://www.naukri.com/job-listings-Business-Analyst-USHA-International-Ltd-Gurgaon-9-to-14-years-180918006834?src=jobsearchDesk&sid=15390171176897&xp=34&px=3,Business Analyst,"business analysis, Data Analyst, reporting analyst, advanced excel expert...",Gurgaon,Usha International,2018-09-18,Not disclosed
DYNAMIC SYNERGY PRIVATE LIMITED,4-9 yrs,"Should have strong analytical skills, static skills and good communication skills;Very good presentation, ...",https://www.naukri.com/job-listings-MIS-Executive-Leading-Healthcare-MNC-Gurgaon-DYNAMIC-SYNERGY-PRIVATE-LIMITED-Gurgaon-4-to-9-years-081018006403?src=jobsearchDesk&sid=15390171176897&xp=35&px=3,MIS Executive Leading Healthcare MNC- Gurgaon,"vlookup, hlookup, charts, mis, ms office, office skills...",Gurgaon,DYNAMIC SYNERGY,2018-10-08,"3,50,000 - 5,50,000 P.A."
HuQuo,3-5 yrs,"Skills : SAS coding, SQL, Should have handled huge data, ...",https://www.naukri.com/job-listings-Business-Analyst-Senior-Business-Analyst-Sas-sql-Healthcare-HuQuo-Delhi-NCR-3-to-5-years-210918900980?src=jobsearchDesk&sid=15390171176897&xp=36&px=3,Business Analyst/ Senior Business Analyst - Sas/sql - Healthcare,"SAS SQL, Data Quality, Business Analysis, Data Analysis, Analytics...",Delhi NCR,Ranjeet Singh,2018-09-24,Not disclosed
Bis Research Private Limited,3-8 yrs,Previous experience in analyzing data using different techniques;Proficient in quantitative and ...,https://www.naukri.com/job-listings-Research-Analyst-senior-Research-Analyst-lead-Analys-Bis-Research-Private-Limited-Noida-Sector-126-Noida-3-to-8-years-190918006079?src=jobsearchDesk&sid=15390171176897&xp=37&px=3,Research Analyst/senior Research Analyst/lead Analys,"Primary Research, Secondary Research, Market Research, Research Analysis...",Noida(Sector-126 Noida),Parul Narain,2018-09-19,Not disclosed
Gartner India Research & Advisory Services Pvt Ltd,3-5 yrs,"3-5 years of total experience, with at least 2 years experience working in data analysis, quantitative ...",https://www.naukri.com/job-listings-Senior-Quantitative-Analyst-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Gurgaon-3-to-5-years-170918901184?src=jobsearchDesk&sid=15390171176897&xp=38&px=3,Senior Quantitative Analyst,"Quantitative Research, Excel Powerpoint, Data Quality, Data Analysis...",Gurgaon,HR,2018-09-19,Not disclosed
Gartner India Research & Advisory Services Pvt Ltd,3-5 yrs,,https://www.naukri.com/job-listings-Content-Analyst-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Gurgaon-3-to-5-years-170918900617?src=jobsearchDesk&sid=15390171176897&xp=39&px=3,Content Analyst,"SEO, Keyword Research, Search Engine, Social Media, Content Analysis...",Gurgaon,HR,2018-09-17,Not disclosed
Intercontinental Hotels Group India Pvt. Ltd.,2-4 yrs,2-4 years progressive work-related experience with demonstrated proficiency in multiple disciplines /tech ...,https://www.naukri.com/job-listings-Sr-Analyst-Intercontinental-Hotels-Group-India-Pvt-Ltd-Gurgaon-2-to-4-years-140918900076?src=jobsearchDesk&sid=15390171176897&xp=40&px=3,Sr. Analyst,"Finance, Accounting, Reporting, Research Analysis, Data Analysis...",Gurgaon,HR,2018-09-14,Not disclosed
Decision Point,0-3 yrs,"- Graduation in Economics, Mathematics or Statistics shall be preferred;- Good academic performance ...",https://www.naukri.com/job-listings-Business-Analyst-I-CPG-Domain-Iit-nit-Decision-Point-Delhi-NCR-Gurgaon-0-to-3-years-130918900956?src=jobsearchDesk&sid=15390171176897&xp=41&px=3,Business Analyst I - CPG Domain - Iit/nit,"Business Analysis, FMCG Sales, Marketing Analytics, Strategy Consulting...","Delhi NCR, Gurgaon",HR,2018-09-14,Not disclosed
Gonoise.Com,1-3 yrs,"Experience managing large monthly budget campaigns , setting up SEM and paid search ...",https://www.naukri.com/job-listings-SEM-Analyst-SEM-Executive-search-Engine-Marketing-Gonoise-Com-Gurgaon-1-to-3-years-130918000527?src=jobsearchDesk&sid=15390171176897&xp=42&px=3,SEM Analyst / SEM Executive (search Engine Marketing),"PPC, SEM, Affiliate Marketing, CPC, Page, Marketing Campaigns...",Gurgaon,HR,2018-09-13,Not disclosed
i3 Consulting Pvt. Ltd,1-2 yrs,- 1-2 years of relevant experience after under-grad;- You should be comfortable to travel to and stay in ...,https://www.naukri.com/job-listings-Analyst-Level-1-2-3-Consulting-Iit-nit-bits-i3-Consulting-Pvt-Ltd-Noida-1-to-2-years-110918900952?src=jobsearchDesk&sid=15390171176897&xp=43&px=3,Analyst - Level 1/2/3 - Consulting - Iit/nit/bits,"secondary research, market research, excel powerpoint, finance...",Noida,HR,2018-09-13,Not disclosed
Optum Global Solutions (India) Private Limited,5-8 yrs,,https://www.naukri.com/job-listings-Senior-IT-Database-Analyst-Optum-Global-Solutions-India-Private-Limited-Gurgaon-5-to-8-years-100918900097?src=jobsearchDesk&sid=15390171176897&xp=44&px=3,Senior IT Database Analyst,"Mapreduce, Spark, Hadoop, Pig, Big Data, Java, Oracle, SQL Database, Unix...",Gurgaon,HR,2018-09-10,Not disclosed
SLA Consultants India,1-6 yrs,,https://www.naukri.com/job-listings-Operations-Manager-Business-Analyst-MIS-Executive-MNC-3-5-L-PA-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-1-to-6-years-081018000262?src=jobsearchDesk&sid=15390171176897&xp=45&px=3,Operations Manager |  Business Analyst | MIS Executive @ MNC 3- 5 L PA,"mis executive, mis coordinator, mis analyst, office assistant...","Delhi NCR, Gurgaon, Noida",Bhanu,2018-10-08,"2,25,000 - 4,25,000 P.A."
Grassik Consultants,3-6 yrs,- Provide strategic planning support to CEO to drive long-term strategy  - Develop and drive ...,https://www.naukri.com/job-listings-Business-Analyst-manager-senior-Manager-Corporate-Role-Grassik-Consultants-Gurgaon-3-to-6-years-290818900150?src=jobsearchDesk&sid=15390171176897&xp=46&px=3,Business Analyst/manager/senior Manager - Corporate Role,"Business Development, Key Account Management, Strategic Planning...",Gurgaon,Gautam Gupta,2018-08-31,Not disclosed
Bis Research Private Limited,5-8 yrs,At least 5 years of experience in  Automotive/ ICT/Electronics & Semi Conductors Research and or ...,https://www.naukri.com/job-listings-Principal-Analyst-Research-Bis-Research-Private-Limited-Noida-5-to-8-years-240818002010?src=jobsearchDesk&sid=15390171176897&xp=47&px=3,Principal Analyst - Research,"primary research, data analysis, sales, statistical analysis, marketing...",Noida,Parul Narain,2018-08-29,Not disclosed
HuQuo,3-4 yrs,Independently handle client queries and manage client interface when required;Prior knowledge of Banking ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-Impairment-Forecasting-Analytics-Firm-HuQuo-Delhi-NCR-Gurgaon-3-to-4-years-230818900365?src=jobsearchDesk&sid=15390171176897&xp=48&px=3,Senior Business Analyst - Impairment & Forecasting - Analytics Firm,"business analysis, excel, banking, sas, analytics, data analysis...","Delhi NCR, Gurgaon",HuQuo Consulting,2018-08-29,Not disclosed
HuQuo,3-5 yrs,- The candidate should have analytics experience at-least 2+ years in BFSI domain with sufficient ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-Fraud-Analytics-BFSI-Domain-HuQuo-Delhi-NCR-Gurgaon-3-to-5-years-230818900330?src=jobsearchDesk&sid=15390171176897&xp=49&px=3,Senior Business Analyst - Fraud Analytics - BFSI Domain,"SAS, R, Predictive Modeling, Data Analysis, Business Analysis, Excel, Fraud...","Delhi NCR, Gurgaon",HuQuo Consulting,2018-08-29,Not disclosed
Bis Research Private Limited,3-5 yrs,Previous experience in analyzing data using different techniques;Proficient in quantitative and ...,https://www.naukri.com/job-listings-Research-Analyst-senior-Research-Analyst-lead-Analyst-Bis-Research-Private-Limited-Noida-3-to-5-years-230818007860?src=jobsearchDesk&sid=15390171176897&xp=50&px=3,Research Analyst/senior Research Analyst/lead Analyst,"Primary Research, Secondary Research, Market Research, Research Analysis...",Noida,HR,2018-08-24,Not disclosed
,,,,,,,,,
"Citibank, N.A",1-3 yrs,"Regular reviews of MIS to identify appropriate triggers for decisions, recommend suitable policy changes ...",https://www.naukri.com/job-listings-Mortgage-Portfolio-Risk-Analyst-Citibank-N-A-Gurgaon-1-to-3-years-230818004154?src=jobsearchDesk&sid=1539017118643&xp=1&px=4,Mortgage Portfolio Risk Analyst,"Credit Risk, Credit Risk Analysis, Data Analysis, SAS, Segmentation...",Gurgaon,Prabhzot Kohli,2018-08-23,Not disclosed
FIL India Business and Research Services Private  Limited,7-9 yrs,Exposure to structured software development life-cycle methodology (preferably Agile or Iterative ...,https://www.naukri.com/job-listings-Senior-Lead-Business-Analyst-FIL-India-Business-and-Research-Services-Private-Limited-Gurgaon-7-to-9-years-220818900562?src=jobsearchDesk&sid=1539017118643&xp=2&px=4,Senior/ Lead Business Analyst,"Fund Accounting, Gap Analysis, Techno Functional, Fixed Income Derivatives,...",Gurgaon,HR,2018-08-24,Not disclosed
HuQuo,3-5 yrs,"Skills : SAS coding, SQL, Should have handled huge data, Unix;Experience required: 3 to 5 ...",https://www.naukri.com/job-listings-Business-Analyst-senior-Business-Analyst-Sas-sql-Healthcare-bankin-HuQuo-Delhi-NCR-3-to-5-years-170818901458?src=jobsearchDesk&sid=1539017118643&xp=3&px=4,Business Analyst/senior Business Analyst - Sas/sql - Healthcare/bankin,"SAS SQL, Data Quality, Business Analysis, Data Analysis, Analytics...",Delhi NCR,Janardhan,2018-08-20,Not disclosed
Home Credit India Finance Private Limited,2-5 yrs,,https://www.naukri.com/job-listings-Senior-Analyst-Home-Credit-India-Finance-Private-Limited-Gurgaon-2-to-5-years-070918900294?src=jobsearchDesk&sid=1539017118643&xp=4&px=4,Senior Analyst,"SQL, Finance, Excel, Analytics, Tableau, Data Analysis...",Gurgaon,Mohita Rana,2018-09-07,Not disclosed
Max Life Insurance Company Limited,3-6 yrs,,https://www.naukri.com/job-listings-MIS-Executive-Max-Life-Insurance-Company-Limited-Gurgaon-3-to-6-years-070918003752?src=jobsearchDesk&sid=1539017118643&xp=5&px=4,MIS Executive,"MIS Generation, Distribution, Trend Analysis, MIS Reporting, Data Analysis,...",Gurgaon,Ravinder Singh,2018-09-07,Not disclosed
HUNTINGCUBE RECRUITMENT SOLUTIONS PRIVATE LIMITED,2-5 yrs,- Strong experience on at least one data visualization tools (e.g;- You should be hands-on with various ...,https://www.naukri.com/job-listings-Product-Analyst-Product-Development-Firm-HUNTINGCUBE-RECRUITMENT-SOLUTIONS-PRIVATE-LIMITED-Delhi-NCR-2-to-5-years-200918001639?src=jobsearchDesk&sid=1539017118643&xp=6&px=4,Product Analyst - Product Development Firm,"Excel, Data Visualization, Data Analysis, SQL, Data Analytics...",Delhi NCR,Deepali Singh,2018-09-20,Not disclosed
FOCSUN SOLAR INDIA PRIVATE LIMITED,1-6 yrs,,https://www.naukri.com/job-listings-EDP-Analyst-FOCSUN-SOLAR-INDIA-PRIVATE-LIMITED-Chennai-Delhi-NCR-Pune-Kochi-Visakhapatnam-Bengaluru-Mumbai-Hyderabad-1-to-6-years-061018003223?src=jobsearchDesk&sid=1539017118643&xp=7&px=4,EDP Analyst,"technical support, access control, lan, lotus notes, business, analysis...","Chennai, Delhi NCR, Pune, Kochi, Visakhapatnam, Bengaluru, Mumbai, Hyderabad",UDAY KUMAR,2018-10-06,"4,50,000 - 9,50,000 P.A. Medical, life, dental, disabil..."
Onlline Stores Pvt Ltd,1-3 yrs,,https://www.naukri.com/job-listings-MIS-Excuative-advanced-Excel-Export-Onlline-Stores-Pvt-Ltd-Delhi-NCR-1-to-3-years-040918000912?src=jobsearchDesk&sid=1539017118643&xp=8&px=4,MIS Excuative/advanced Excel Export,"Advanced Excel, Data Analysis, MIS, Mail, courier, freight",Delhi NCR,AJAY GOYAL,2018-10-04,"1,75,000 - 2,50,000 P.A."
AASTHA CONSTRUCTIONS,1-5 yrs,,https://www.naukri.com/job-listings-Business-EDP-Analyst-AASTHA-CONSTRUCTIONS-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-Jaipur-1-to-5-years-300918001788?src=jobsearchDesk&sid=1539017118643&xp=9&px=4,"Business , EDP Analyst","access control, lan, lotus notes, business, analysis, research...","Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Kolkata, Ahmedabad, Jaipur",Kalpesh Mehta,2018-10-04,"3,25,000 - 8,25,000 P.A. Best in all the Industry, Medi..."
V SQUARE CONSULTANTS,1-4 yrs,Should be good in analyzing the information and converting it into meaningful spreadsheets;Should have ...,https://www.naukri.com/job-listings-MIS-Executiive-leading-Jewelry-Retail-V-SQUARE-CONSULTANTS-Delhi-Chennai-1-to-4-years-250918004063?src=jobsearchDesk&sid=1539017118643&xp=10&px=4,MIS Executiive-leading Jewelry Retail,"data management, data analysis, mis, monthly reports, Advance excel, micros","Delhi, Chennai",Payal Ratra,2018-09-25,"2,50,000 - 3,00,000 P.A."
INNERWAVE ENDEAVORS PRIVATE LIMITED,2-5 yrs,,https://www.naukri.com/job-listings-Quant-Analyst-INNERWAVE-ENDEAVORS-PRIVATE-LIMITED-Gurgaon-2-to-5-years-041018006744?src=jobsearchDesk&sid=1539017118643&xp=11&px=4,Quant Analyst,"quantitative research, investment banking, valuation analysis...",Gurgaon,Ayushi Bhardwaj Bhardwaj,2018-10-04,"6,00,000 - 10,00,000 P.A."
FOCSUN SOLAR INDIA PRIVATE LIMITED,0-5 yrs,,https://www.naukri.com/job-listings-Building-Energy-Analyst-Male-Female-FOCSUN-SOLAR-INDIA-PRIVATE-LIMITED-Bengaluru-Chennai-Hyderabad-Kolkata-Kochi-Visakhapatnam-Mumbai-Delhi-NCR-Pune-0-to-5-years-011018004518?src=jobsearchDesk&sid=1539017118643&xp=12&px=4,Building Energy Analyst ( Male & Female ),"green buildings, energy management, renewable energy, project management...","Bengaluru, Chennai, Hyderabad, Kolkata, Kochi, Visakhapatnam, Mumbai, Delhi NCR, Pune",UDAY KUMAR,2018-10-06,"4,00,000 - 9,00,000 P.A. Medical, life, dental, disabil..."
CBRE Group,3-8 yrs,,https://www.naukri.com/job-listings-Data-Management-Analyst-CBRE-Group-Gurgaon-Delhi-3-to-8-years-090718500579?src=jobsearchDesk&sid=1539017118643&xp=13&px=4,Data Management Analyst,"ERP, SQL, PeopleSoft, corporate real estate, data management analyst...","Gurgaon, Delhi",,2018-08-10,Not disclosed
"Crossover Markets, Inc",3-8 yrs,3+ years of finance experience gained in a production/IT environment including running finance processes ...,https://www.naukri.com/job-listings-Financial-Analyst-english-2500-month-Remote-Work-Crossover-Markets-Inc-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Kolkata-3-to-8-years-160918000708?src=jobsearchDesk&sid=1539017118643&xp=14&px=4,Financial Analyst (english) - $2500/month - Remote Work,"accounting, finance, financial planning, financial analysis, budgeting...","Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Kolkata",CROSSOVER,2018-09-16,"30,000 P.A. This is a 100% remote, full-time role"
BlackRock Services India Pvt. Ltd.,2-5 yrs,,https://www.naukri.com/job-listings-Analyst-Index-and-Data-Services-BlackRock-Services-India-Pvt-Ltd-Gurgaon-2-to-5-years-220918900179?src=jobsearchDesk&sid=1539017118643&xp=15&px=4,Analyst - Index and Data Services,"Analyst - Index and Data Services, VBA, MS Access, MDM, Data Solutions",Gurgaon,HR,2018-09-22,Not disclosed
HuQuo,1-3 yrs,"Strong candidates should have prior experience in software product development, team management, and ...",https://www.naukri.com/job-listings-Analyst-Operation-Algorithm-Investment-Management-Data-Center-HuQuo-Delhi-NCR-1-to-3-years-210918900882?src=jobsearchDesk&sid=1539017118643&xp=16&px=4,Analyst - Operation - Algorithm & Investment Management - Data Center,"networking, disaster recovery, investment management, change control...",Delhi NCR,Ranjeet Singh,2018-09-24,Not disclosed
HuQuo,2-4 yrs,Experience in building scalability in testing automation;Enterprise level coding experience to build ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-data-Engineer-Python-Cloud-Computing-HuQuo-Delhi-NCR-Gurgaon-2-to-4-years-210918900832?src=jobsearchDesk&sid=1539017118643&xp=17&px=4,Senior Business Analyst/data Engineer - Python & Cloud Computing,"C, Python, AWS, Cloud Computing, Scalability, Database, Automation Testing,...","Delhi NCR, Gurgaon",Ranjeet Singh,2018-09-24,Not disclosed
BlackRock Services India Pvt. Ltd.,1-3 yrs,,https://www.naukri.com/job-listings-Analyst-RFP-Data-Support-BlackRock-Services-India-Pvt-Ltd-Gurgaon-1-to-3-years-210918900302?src=jobsearchDesk&sid=1539017118643&xp=18&px=4,Analyst - RFP / Data Support,"Market Data, Data Services, Issue Resolution, Invoice Processing...",Gurgaon,HR,2018-09-21,Not disclosed
KartRocket,2-3 yrs,"3) PL/SQL development, who will be responsible in writing procedures for relational databases {{Such as ...",https://www.naukri.com/job-listings-Business-Analyst-Data-Warehousing-ETL-KartRocket-Delhi-2-to-3-years-180918004581?src=jobsearchDesk&sid=1539017118643&xp=19&px=4,Business Analyst - Data Warehousing / ETL,"Business Analyst, Data Warehousing, ETL, Python Development...",Delhi,HR,2018-09-18,Not disclosed
BlackRock Services India Pvt. Ltd.,1-3 yrs,,https://www.naukri.com/job-listings-Analyst-Client-Port-Data-BlackRock-Services-India-Pvt-Ltd-Gurgaon-1-to-3-years-210918900935?src=jobsearchDesk&sid=1539017118643&xp=20&px=4,Analyst - Client Port Data,"Retail Sales, Client Relationship Management, Process Improvement...",Gurgaon,HR,2018-09-21,Not disclosed
Jatalia Finance Company Limited,0-2 yrs,,https://www.naukri.com/job-listings-Quantitative-Analyst-Jatalia-Finance-Company-Limited-Delhi-Azad-Pur-0-to-2-years-180918002456?src=jobsearchDesk&sid=1539017118643&xp=21&px=4,Quantitative Analyst,"Quantitative Analysis, quantitative research, Statistical Analysis...",Delhi(Azad Pur),Miss. Akanksha,2018-09-18,"1,50,000 - 2,50,000 P.A."
Gartner India Research & Advisory Services Pvt Ltd,5-7 yrs,Analytics thinker with experience deriving business insights from data analytics;2-3 years of data ...,https://www.naukri.com/job-listings-Business-Analyst-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Gurgaon-5-to-7-years-170918901080?src=jobsearchDesk&sid=1539017118643&xp=22&px=4,Business Analyst,"business analysis, logistic regression, analytics, data mining...",Gurgaon,HR,2018-09-19,Not disclosed
LeewayHertz Technologies Private Limited,0-0 yrs,,https://www.naukri.com/job-listings-Walk-in-Interview-Trainee-Business-Analyst-LeewayHertz-Technologies-Private-Limited-Gurgaon-0-to-0-years-170918006879?src=jobsearchDesk&sid=1539017118643&xp=23&px=4,Walk-in Interview - Trainee- Business Analyst,"Requirements, Business Analysis, Client Communication, Data Analysis...",Gurgaon,Neetu Bala and Sakshi Ralhan,2018-09-17,"1,50,000 - 1,75,000 P.A."
